"","uniqueid","island","site","transect","top_color","bowl_color","order","count","dateout","datecoll","duration","order_abbrev"
"5189","Saipan_LADTA_L3","saipan","ladta","L3","r","w","trichoptera",0,2018-01-17,2018-01-20,3,"trchp"
"5190","Saipan_LADTA_L3","saipan","ladta","L3","r","w","other",0,2018-01-17,2018-01-20,3,"other"
"5191","Saipan_LADTA_L3","saipan","ladta","L3","r","r","hemiptera",0,2018-01-17,2018-01-20,3,"hmptr"
"5192","Saipan_LADTA_L3","saipan","ladta","L3","r","r","coleoptera",0,2018-01-17,2018-01-20,3,"clptr"
"5193","Saipan_LADTA_L3","saipan","ladta","L3","r","r","formicidae",0,2018-01-17,2018-01-20,3,"frmcd"
"5194","Saipan_LADTA_L3","saipan","ladta","L3","r","r","apoidea",0,2018-01-17,2018-01-20,3,"apoid"
"5195","Saipan_LADTA_L3","saipan","ladta","L3","r","r","crabronidae",0,2018-01-17,2018-01-20,3,"crbrn"
"5196","Saipan_LADTA_L3","saipan","ladta","L3","r","r","blattodea",0,2018-01-17,2018-01-20,3,"blttd"
"5197","Saipan_LADTA_L3","saipan","ladta","L3","r","r","araneae",0,2018-01-17,2018-01-20,3,"arane"
"5198","Saipan_LADTA_L3","saipan","ladta","L3","r","r","isoptera",0,2018-01-17,2018-01-20,3,"isptr"
"5199","Saipan_LADTA_L3","saipan","ladta","L3","r","r","partial",0,2018-01-17,2018-01-20,3,"partl"
"5200","Saipan_LADTA_L3","saipan","ladta","L3","r","r","trichoptera",0,2018-01-17,2018-01-20,3,"trchp"
"5201","Saipan_LADTA_L3","saipan","ladta","L3","r","r","other",0,2018-01-17,2018-01-20,3,"other"
"5202","Saipan_LADTA_L3","saipan","ladta","L3","r","b","hemiptera",0,2018-01-17,2018-01-20,3,"hmptr"
"5203","Saipan_LADTA_L3","saipan","ladta","L3","r","b","coleoptera",0,2018-01-17,2018-01-20,3,"clptr"
"5204","Saipan_LADTA_L3","saipan","ladta","L3","r","b","formicidae",0,2018-01-17,2018-01-20,3,"frmcd"
"5205","Saipan_LADTA_L3","saipan","ladta","L3","r","b","apoidea",0,2018-01-17,2018-01-20,3,"apoid"
"5206","Saipan_LADTA_L3","saipan","ladta","L3","r","b","lepidoptera",0,2018-01-17,2018-01-20,3,"lpdpt"
"5207","Saipan_LADTA_L3","saipan","ladta","L3","r","b","blattodea",0,2018-01-17,2018-01-20,3,"blttd"
"5208","Saipan_LADTA_L3","saipan","ladta","L3","r","b","araneae",0,2018-01-17,2018-01-20,3,"arane"
"5209","Saipan_LADTA_L3","saipan","ladta","L3","r","b","isoptera",0,2018-01-17,2018-01-20,3,"isptr"
"5210","Saipan_LADTA_L3","saipan","ladta","L3","r","b","trichoptera",0,2018-01-17,2018-01-20,3,"trchp"
"5211","Saipan_LADTA_L3","saipan","ladta","L3","r","b","other",0,2018-01-17,2018-01-20,3,"other"
"5212","Saipan_LADTA_L3","saipan","ladta","L3","r","y","apoidea",0,2018-01-17,2018-01-20,3,"apoid"
"5213","Saipan_LADTA_L3","saipan","ladta","L3","r","y","blattodea",0,2018-01-17,2018-01-20,3,"blttd"
"5214","Saipan_LADTA_L3","saipan","ladta","L3","r","y","isoptera",0,2018-01-17,2018-01-20,3,"isptr"
"5215","Saipan_LADTA_L3","saipan","ladta","L3","r","y","partial",0,2018-01-17,2018-01-20,3,"partl"
"5216","Saipan_LADTA_L3","saipan","ladta","L3","r","y","trichoptera",0,2018-01-17,2018-01-20,3,"trchp"
"5217","Saipan_LADTA_L3","saipan","ladta","L3","r","y","other",0,2018-01-17,2018-01-20,3,"other"
"5218","Saipan_LADTA_L3","saipan","ladta","L3","b","r","diptera",0,2018-01-17,2018-01-20,3,"diptr"
"5219","Saipan_LADTA_L3","saipan","ladta","L3","b","r","hemiptera",0,2018-01-17,2018-01-20,3,"hmptr"
"5220","Saipan_LADTA_L3","saipan","ladta","L3","b","r","coleoptera",0,2018-01-17,2018-01-20,3,"clptr"
"5221","Saipan_LADTA_L3","saipan","ladta","L3","b","r","formicidae",0,2018-01-17,2018-01-20,3,"frmcd"
"5222","Saipan_LADTA_L3","saipan","ladta","L3","b","r","apoidea",0,2018-01-17,2018-01-20,3,"apoid"
"5223","Saipan_LADTA_L3","saipan","ladta","L3","b","r","crabronidae",0,2018-01-17,2018-01-20,3,"crbrn"
"5224","Saipan_LADTA_L3","saipan","ladta","L3","b","r","lepidoptera",0,2018-01-17,2018-01-20,3,"lpdpt"
"5225","Saipan_LADTA_L3","saipan","ladta","L3","b","r","blattodea",0,2018-01-17,2018-01-20,3,"blttd"
"5226","Saipan_LADTA_L3","saipan","ladta","L3","b","r","araneae",0,2018-01-17,2018-01-20,3,"arane"
"5227","Saipan_LADTA_L3","saipan","ladta","L3","b","r","isoptera",0,2018-01-17,2018-01-20,3,"isptr"
"5228","Saipan_LADTA_L3","saipan","ladta","L3","b","r","partial",0,2018-01-17,2018-01-20,3,"partl"
"5229","Saipan_LADTA_L3","saipan","ladta","L3","b","r","trichoptera",0,2018-01-17,2018-01-20,3,"trchp"
"5230","Saipan_LADTA_L3","saipan","ladta","L3","b","r","other",0,2018-01-17,2018-01-20,3,"other"
"5231","Saipan_LADTA_L3","saipan","ladta","L3","b","w","diptera",0,2018-01-17,2018-01-20,3,"diptr"
"5232","Saipan_LADTA_L3","saipan","ladta","L3","b","w","hemiptera",0,2018-01-17,2018-01-20,3,"hmptr"
"5233","Saipan_LADTA_L3","saipan","ladta","L3","b","w","coleoptera",0,2018-01-17,2018-01-20,3,"clptr"
"5234","Saipan_LADTA_L3","saipan","ladta","L3","b","w","formicidae",0,2018-01-17,2018-01-20,3,"frmcd"
"5235","Saipan_LADTA_L3","saipan","ladta","L3","b","w","apoidea",0,2018-01-17,2018-01-20,3,"apoid"
"5236","Saipan_LADTA_L3","saipan","ladta","L3","b","w","crabronidae",0,2018-01-17,2018-01-20,3,"crbrn"
"5237","Saipan_LADTA_L3","saipan","ladta","L3","b","w","lepidoptera",0,2018-01-17,2018-01-20,3,"lpdpt"
"5238","Saipan_LADTA_L3","saipan","ladta","L3","b","w","blattodea",0,2018-01-17,2018-01-20,3,"blttd"
"5239","Saipan_LADTA_L3","saipan","ladta","L3","b","w","araneae",0,2018-01-17,2018-01-20,3,"arane"
"5240","Saipan_LADTA_L3","saipan","ladta","L3","b","w","isoptera",0,2018-01-17,2018-01-20,3,"isptr"
"5241","Saipan_LADTA_L3","saipan","ladta","L3","b","w","partial",0,2018-01-17,2018-01-20,3,"partl"
"5242","Saipan_LADTA_L3","saipan","ladta","L3","b","w","trichoptera",0,2018-01-17,2018-01-20,3,"trchp"
"5243","Saipan_LADTA_L3","saipan","ladta","L3","b","w","other",0,2018-01-17,2018-01-20,3,"other"
"5244","Saipan_LADTA_L3","saipan","ladta","L3","b","b","diptera",0,2018-01-17,2018-01-20,3,"diptr"
"5245","Saipan_LADTA_L3","saipan","ladta","L3","b","b","hemiptera",0,2018-01-17,2018-01-20,3,"hmptr"
"5246","Saipan_LADTA_L3","saipan","ladta","L3","b","b","coleoptera",0,2018-01-17,2018-01-20,3,"clptr"
"5247","Saipan_LADTA_L3","saipan","ladta","L3","b","b","formicidae",0,2018-01-17,2018-01-20,3,"frmcd"
"5248","Saipan_LADTA_L3","saipan","ladta","L3","b","b","apoidea",0,2018-01-17,2018-01-20,3,"apoid"
"5249","Saipan_LADTA_L3","saipan","ladta","L3","b","b","crabronidae",0,2018-01-17,2018-01-20,3,"crbrn"
"5250","Saipan_LADTA_L3","saipan","ladta","L3","b","b","blattodea",0,2018-01-17,2018-01-20,3,"blttd"
"5251","Saipan_LADTA_L3","saipan","ladta","L3","b","b","araneae",0,2018-01-17,2018-01-20,3,"arane"
"5252","Saipan_LADTA_L3","saipan","ladta","L3","b","b","isoptera",0,2018-01-17,2018-01-20,3,"isptr"
"5253","Saipan_LADTA_L3","saipan","ladta","L3","b","b","partial",0,2018-01-17,2018-01-20,3,"partl"
"5254","Saipan_LADTA_L3","saipan","ladta","L3","b","b","trichoptera",0,2018-01-17,2018-01-20,3,"trchp"
"5255","Saipan_LADTA_L3","saipan","ladta","L3","b","b","other",0,2018-01-17,2018-01-20,3,"other"
"5256","Saipan_LADTA_L3","saipan","ladta","L3","b","y","hemiptera",0,2018-01-17,2018-01-20,3,"hmptr"
"5257","Saipan_LADTA_L3","saipan","ladta","L3","b","y","coleoptera",0,2018-01-17,2018-01-20,3,"clptr"
"5258","Saipan_LADTA_L3","saipan","ladta","L3","b","y","formicidae",0,2018-01-17,2018-01-20,3,"frmcd"
"5259","Saipan_LADTA_L3","saipan","ladta","L3","b","y","lepidoptera",0,2018-01-17,2018-01-20,3,"lpdpt"
"5260","Saipan_LADTA_L3","saipan","ladta","L3","b","y","blattodea",0,2018-01-17,2018-01-20,3,"blttd"
"5261","Saipan_LADTA_L3","saipan","ladta","L3","b","y","isoptera",0,2018-01-17,2018-01-20,3,"isptr"
"5262","Saipan_LADTA_L3","saipan","ladta","L3","b","y","partial",0,2018-01-17,2018-01-20,3,"partl"
"5263","Saipan_LADTA_L3","saipan","ladta","L3","b","y","other",0,2018-01-17,2018-01-20,3,"other"
"5264","Saipan_LADTA_L3","saipan","ladta","L3","w","y","hemiptera",0,2018-01-17,2018-01-20,3,"hmptr"
"5265","Saipan_LADTA_L3","saipan","ladta","L3","w","y","apoidea",0,2018-01-17,2018-01-20,3,"apoid"
"5266","Saipan_LADTA_L3","saipan","ladta","L3","w","y","lepidoptera",0,2018-01-17,2018-01-20,3,"lpdpt"
"5267","Saipan_LADTA_L3","saipan","ladta","L3","w","y","blattodea",0,2018-01-17,2018-01-20,3,"blttd"
"5268","Saipan_LADTA_L3","saipan","ladta","L3","w","y","araneae",0,2018-01-17,2018-01-20,3,"arane"
"5269","Saipan_LADTA_L3","saipan","ladta","L3","w","y","isoptera",0,2018-01-17,2018-01-20,3,"isptr"
"5270","Saipan_LADTA_L3","saipan","ladta","L3","w","y","partial",0,2018-01-17,2018-01-20,3,"partl"
"5271","Saipan_LADTA_L3","saipan","ladta","L3","w","y","trichoptera",0,2018-01-17,2018-01-20,3,"trchp"
"5272","Saipan_LADTA_L3","saipan","ladta","L3","w","y","other",0,2018-01-17,2018-01-20,3,"other"
"5273","Saipan_LADTA_L3","saipan","ladta","L3","y","r","hemiptera",0,2018-01-17,2018-01-20,3,"hmptr"
"5274","Saipan_LADTA_L3","saipan","ladta","L3","y","r","coleoptera",0,2018-01-17,2018-01-20,3,"clptr"
"5275","Saipan_LADTA_L3","saipan","ladta","L3","y","r","apoidea",0,2018-01-17,2018-01-20,3,"apoid"
"5276","Saipan_LADTA_L3","saipan","ladta","L3","y","r","blattodea",0,2018-01-17,2018-01-20,3,"blttd"
"5277","Saipan_LADTA_L3","saipan","ladta","L3","y","r","araneae",0,2018-01-17,2018-01-20,3,"arane"
"5278","Saipan_LADTA_L3","saipan","ladta","L3","y","r","isoptera",0,2018-01-17,2018-01-20,3,"isptr"
"5279","Saipan_LADTA_L3","saipan","ladta","L3","y","r","partial",0,2018-01-17,2018-01-20,3,"partl"
"5280","Saipan_LADTA_L3","saipan","ladta","L3","y","r","trichoptera",0,2018-01-17,2018-01-20,3,"trchp"
"5281","Saipan_LADTA_L3","saipan","ladta","L3","y","r","other",0,2018-01-17,2018-01-20,3,"other"
"5282","Saipan_LADTA_L3","saipan","ladta","L3","w","r","diptera",0,2018-01-17,2018-01-20,3,"diptr"
"5283","Saipan_LADTA_L3","saipan","ladta","L3","w","r","hemiptera",0,2018-01-17,2018-01-20,3,"hmptr"
"5284","Saipan_LADTA_L3","saipan","ladta","L3","w","r","formicidae",0,2018-01-17,2018-01-20,3,"frmcd"
"5285","Saipan_LADTA_L3","saipan","ladta","L3","w","r","apoidea",0,2018-01-17,2018-01-20,3,"apoid"
"5286","Saipan_LADTA_L3","saipan","ladta","L3","w","r","crabronidae",0,2018-01-17,2018-01-20,3,"crbrn"
"5287","Saipan_LADTA_L3","saipan","ladta","L3","w","r","blattodea",0,2018-01-17,2018-01-20,3,"blttd"
"5288","Saipan_LADTA_L3","saipan","ladta","L3","w","r","araneae",0,2018-01-17,2018-01-20,3,"arane"
"5289","Saipan_LADTA_L3","saipan","ladta","L3","w","r","isoptera",0,2018-01-17,2018-01-20,3,"isptr"
"5290","Saipan_LADTA_L3","saipan","ladta","L3","w","r","partial",0,2018-01-17,2018-01-20,3,"partl"
"5291","Saipan_LADTA_L3","saipan","ladta","L3","w","r","trichoptera",0,2018-01-17,2018-01-20,3,"trchp"
"5292","Saipan_LADTA_L3","saipan","ladta","L3","w","r","other",0,2018-01-17,2018-01-20,3,"other"
"5293","Saipan_LADTA_L3","saipan","ladta","L3","w","w","diptera",0,2018-01-17,2018-01-20,3,"diptr"
"5294","Saipan_LADTA_L3","saipan","ladta","L3","w","w","hemiptera",0,2018-01-17,2018-01-20,3,"hmptr"
"5295","Saipan_LADTA_L3","saipan","ladta","L3","w","w","coleoptera",0,2018-01-17,2018-01-20,3,"clptr"
"5296","Saipan_LADTA_L3","saipan","ladta","L3","w","w","formicidae",0,2018-01-17,2018-01-20,3,"frmcd"
"5297","Saipan_LADTA_L3","saipan","ladta","L3","w","w","apoidea",0,2018-01-17,2018-01-20,3,"apoid"
"5298","Saipan_LADTA_L3","saipan","ladta","L3","w","w","crabronidae",0,2018-01-17,2018-01-20,3,"crbrn"
"5299","Saipan_LADTA_L3","saipan","ladta","L3","w","w","blattodea",0,2018-01-17,2018-01-20,3,"blttd"
"5300","Saipan_LADTA_L3","saipan","ladta","L3","w","w","araneae",0,2018-01-17,2018-01-20,3,"arane"
"5301","Saipan_LADTA_L3","saipan","ladta","L3","w","w","isoptera",0,2018-01-17,2018-01-20,3,"isptr"
"5302","Saipan_LADTA_L3","saipan","ladta","L3","w","w","partial",0,2018-01-17,2018-01-20,3,"partl"
"5303","Saipan_LADTA_L3","saipan","ladta","L3","w","w","trichoptera",0,2018-01-17,2018-01-20,3,"trchp"
"5304","Saipan_LADTA_L3","saipan","ladta","L3","w","w","other",0,2018-01-17,2018-01-20,3,"other"
"5305","Saipan_LADTA_L3","saipan","ladta","L3","w","b","hemiptera",0,2018-01-17,2018-01-20,3,"hmptr"
"5306","Saipan_LADTA_L3","saipan","ladta","L3","w","b","coleoptera",0,2018-01-17,2018-01-20,3,"clptr"
"5307","Saipan_LADTA_L3","saipan","ladta","L3","w","b","formicidae",0,2018-01-17,2018-01-20,3,"frmcd"
"5308","Saipan_LADTA_L3","saipan","ladta","L3","w","b","apoidea",0,2018-01-17,2018-01-20,3,"apoid"
"5309","Saipan_LADTA_L3","saipan","ladta","L3","w","b","crabronidae",0,2018-01-17,2018-01-20,3,"crbrn"
"5310","Saipan_LADTA_L3","saipan","ladta","L3","w","b","blattodea",0,2018-01-17,2018-01-20,3,"blttd"
"5311","Saipan_LADTA_L3","saipan","ladta","L3","w","b","araneae",0,2018-01-17,2018-01-20,3,"arane"
"5312","Saipan_LADTA_L3","saipan","ladta","L3","w","b","isoptera",0,2018-01-17,2018-01-20,3,"isptr"
"5313","Saipan_LADTA_L3","saipan","ladta","L3","w","b","partial",0,2018-01-17,2018-01-20,3,"partl"
"5314","Saipan_LADTA_L3","saipan","ladta","L3","w","b","trichoptera",0,2018-01-17,2018-01-20,3,"trchp"
"5315","Saipan_LADTA_L3","saipan","ladta","L3","w","b","other",0,2018-01-17,2018-01-20,3,"other"
"5316","Saipan_LADTA_L3","saipan","ladta","L3","y","w","diptera",0,2018-01-17,2018-01-20,3,"diptr"
"5317","Saipan_LADTA_L3","saipan","ladta","L3","y","w","hemiptera",0,2018-01-17,2018-01-20,3,"hmptr"
"5318","Saipan_LADTA_L3","saipan","ladta","L3","y","w","coleoptera",0,2018-01-17,2018-01-20,3,"clptr"
"5319","Saipan_LADTA_L3","saipan","ladta","L3","y","w","formicidae",0,2018-01-17,2018-01-20,3,"frmcd"
"5320","Saipan_LADTA_L3","saipan","ladta","L3","y","w","apoidea",0,2018-01-17,2018-01-20,3,"apoid"
"5321","Saipan_LADTA_L3","saipan","ladta","L3","y","w","crabronidae",0,2018-01-17,2018-01-20,3,"crbrn"
"5322","Saipan_LADTA_L3","saipan","ladta","L3","y","w","lepidoptera",0,2018-01-17,2018-01-20,3,"lpdpt"
"5323","Saipan_LADTA_L3","saipan","ladta","L3","y","w","blattodea",0,2018-01-17,2018-01-20,3,"blttd"
"5324","Saipan_LADTA_L3","saipan","ladta","L3","y","w","araneae",0,2018-01-17,2018-01-20,3,"arane"
"5325","Saipan_LADTA_L3","saipan","ladta","L3","y","w","isoptera",0,2018-01-17,2018-01-20,3,"isptr"
"5326","Saipan_LADTA_L3","saipan","ladta","L3","y","w","partial",0,2018-01-17,2018-01-20,3,"partl"
"5327","Saipan_LADTA_L3","saipan","ladta","L3","y","w","trichoptera",0,2018-01-17,2018-01-20,3,"trchp"
"5328","Saipan_LADTA_L3","saipan","ladta","L3","y","w","other",0,2018-01-17,2018-01-20,3,"other"
"5329","Saipan_LADTA_L3","saipan","ladta","L3","y","y","diptera",0,2018-01-17,2018-01-20,3,"diptr"
"5330","Saipan_LADTA_L3","saipan","ladta","L3","y","y","hemiptera",0,2018-01-17,2018-01-20,3,"hmptr"
"5331","Saipan_LADTA_L3","saipan","ladta","L3","y","y","coleoptera",0,2018-01-17,2018-01-20,3,"clptr"
"5332","Saipan_LADTA_L3","saipan","ladta","L3","y","y","formicidae",0,2018-01-17,2018-01-20,3,"frmcd"
"5333","Saipan_LADTA_L3","saipan","ladta","L3","y","y","crabronidae",0,2018-01-17,2018-01-20,3,"crbrn"
"5334","Saipan_LADTA_L3","saipan","ladta","L3","y","y","blattodea",0,2018-01-17,2018-01-20,3,"blttd"
"5335","Saipan_LADTA_L3","saipan","ladta","L3","y","y","araneae",0,2018-01-17,2018-01-20,3,"arane"
"5336","Saipan_LADTA_L3","saipan","ladta","L3","y","y","isoptera",0,2018-01-17,2018-01-20,3,"isptr"
"5337","Saipan_LADTA_L3","saipan","ladta","L3","y","y","partial",0,2018-01-17,2018-01-20,3,"partl"
"5338","Saipan_LADTA_L3","saipan","ladta","L3","y","y","trichoptera",0,2018-01-17,2018-01-20,3,"trchp"
"5339","Saipan_LADTA_L3","saipan","ladta","L3","y","y","other",0,2018-01-17,2018-01-20,3,"other"
"5340","Saipan_LADTA_L3","saipan","ladta","L3","y","b","hemiptera",0,2018-01-17,2018-01-20,3,"hmptr"
"5341","Saipan_LADTA_L3","saipan","ladta","L3","y","b","coleoptera",0,2018-01-17,2018-01-20,3,"clptr"
"5342","Saipan_LADTA_L3","saipan","ladta","L3","y","b","formicidae",0,2018-01-17,2018-01-20,3,"frmcd"
"5343","Saipan_LADTA_L3","saipan","ladta","L3","y","b","apoidea",0,2018-01-17,2018-01-20,3,"apoid"
"5344","Saipan_LADTA_L3","saipan","ladta","L3","y","b","crabronidae",0,2018-01-17,2018-01-20,3,"crbrn"
"5345","Saipan_LADTA_L3","saipan","ladta","L3","y","b","lepidoptera",0,2018-01-17,2018-01-20,3,"lpdpt"
"5346","Saipan_LADTA_L3","saipan","ladta","L3","y","b","blattodea",0,2018-01-17,2018-01-20,3,"blttd"
"5347","Saipan_LADTA_L3","saipan","ladta","L3","y","b","araneae",0,2018-01-17,2018-01-20,3,"arane"
"5348","Saipan_LADTA_L3","saipan","ladta","L3","y","b","isoptera",0,2018-01-17,2018-01-20,3,"isptr"
"5349","Saipan_LADTA_L3","saipan","ladta","L3","y","b","partial",0,2018-01-17,2018-01-20,3,"partl"
"5350","Saipan_LADTA_L3","saipan","ladta","L3","y","b","trichoptera",0,2018-01-17,2018-01-20,3,"trchp"
"5351","Saipan_LADTA_L3","saipan","ladta","L3","y","b","other",0,2018-01-17,2018-01-20,3,"other"
"5352","Saipan_Ladtg_L1","saipan","ladtg","L1","b","r","diptera",0,NA,NA,NA,"diptr"
"5353","Saipan_Ladtg_L1","saipan","ladtg","L1","b","r","hemiptera",0,NA,NA,NA,"hmptr"
"5354","Saipan_Ladtg_L1","saipan","ladtg","L1","b","r","formicidae",0,NA,NA,NA,"frmcd"
"5355","Saipan_Ladtg_L1","saipan","ladtg","L1","b","r","crabronidae",0,NA,NA,NA,"crbrn"
"5356","Saipan_Ladtg_L1","saipan","ladtg","L1","b","r","blattodea",0,NA,NA,NA,"blttd"
"5357","Saipan_Ladtg_L1","saipan","ladtg","L1","b","r","araneae",0,NA,NA,NA,"arane"
"5358","Saipan_Ladtg_L1","saipan","ladtg","L1","b","r","isoptera",0,NA,NA,NA,"isptr"
"5359","Saipan_Ladtg_L1","saipan","ladtg","L1","b","r","partial",0,NA,NA,NA,"partl"
"5360","Saipan_Ladtg_L1","saipan","ladtg","L1","b","r","trichoptera",0,NA,NA,NA,"trchp"
"5361","Saipan_Ladtg_L1","saipan","ladtg","L1","b","r","other",0,NA,NA,NA,"other"
"5362","Saipan_Ladtg_L1","saipan","ladtg","L1","y","r","diptera",0,NA,NA,NA,"diptr"
"5363","Saipan_Ladtg_L1","saipan","ladtg","L1","y","r","coleoptera",0,NA,NA,NA,"clptr"
"5364","Saipan_Ladtg_L1","saipan","ladtg","L1","y","r","apoidea",0,NA,NA,NA,"apoid"
"5365","Saipan_Ladtg_L1","saipan","ladtg","L1","y","r","crabronidae",0,NA,NA,NA,"crbrn"
"5366","Saipan_Ladtg_L1","saipan","ladtg","L1","y","r","blattodea",0,NA,NA,NA,"blttd"
"5367","Saipan_Ladtg_L1","saipan","ladtg","L1","y","r","araneae",0,NA,NA,NA,"arane"
"5368","Saipan_Ladtg_L1","saipan","ladtg","L1","y","r","isoptera",0,NA,NA,NA,"isptr"
"5369","Saipan_Ladtg_L1","saipan","ladtg","L1","y","r","partial",0,NA,NA,NA,"partl"
"5370","Saipan_Ladtg_L1","saipan","ladtg","L1","y","r","trichoptera",0,NA,NA,NA,"trchp"
"5371","Saipan_Ladtg_L1","saipan","ladtg","L1","y","r","other",0,NA,NA,NA,"other"
"5372","Saipan_Ladtg_L1","saipan","ladtg","L1","r","b","diptera",0,NA,NA,NA,"diptr"
"5373","Saipan_Ladtg_L1","saipan","ladtg","L1","r","b","hemiptera",0,NA,NA,NA,"hmptr"
"5374","Saipan_Ladtg_L1","saipan","ladtg","L1","r","b","formicidae",0,NA,NA,NA,"frmcd"
"5375","Saipan_Ladtg_L1","saipan","ladtg","L1","r","b","apoidea",0,NA,NA,NA,"apoid"
"5376","Saipan_Ladtg_L1","saipan","ladtg","L1","r","b","crabronidae",0,NA,NA,NA,"crbrn"
"5377","Saipan_Ladtg_L1","saipan","ladtg","L1","r","b","blattodea",0,NA,NA,NA,"blttd"
"5378","Saipan_Ladtg_L1","saipan","ladtg","L1","r","b","isoptera",0,NA,NA,NA,"isptr"
"5379","Saipan_Ladtg_L1","saipan","ladtg","L1","r","b","partial",0,NA,NA,NA,"partl"
"5380","Saipan_Ladtg_L1","saipan","ladtg","L1","r","b","trichoptera",0,NA,NA,NA,"trchp"
"5381","Saipan_Ladtg_L1","saipan","ladtg","L1","r","b","other",0,NA,NA,NA,"other"
"5382","Saipan_Ladtg_L1","saipan","ladtg","L1","b","y","hemiptera",0,NA,NA,NA,"hmptr"
"5383","Saipan_Ladtg_L1","saipan","ladtg","L1","b","y","coleoptera",0,NA,NA,NA,"clptr"
"5384","Saipan_Ladtg_L1","saipan","ladtg","L1","b","y","formicidae",0,NA,NA,NA,"frmcd"
"5385","Saipan_Ladtg_L1","saipan","ladtg","L1","b","y","blattodea",0,NA,NA,NA,"blttd"
"5386","Saipan_Ladtg_L1","saipan","ladtg","L1","b","y","araneae",0,NA,NA,NA,"arane"
"5387","Saipan_Ladtg_L1","saipan","ladtg","L1","b","y","partial",0,NA,NA,NA,"partl"
"5388","Saipan_Ladtg_L1","saipan","ladtg","L1","b","y","trichoptera",0,NA,NA,NA,"trchp"
"5389","Saipan_Ladtg_L1","saipan","ladtg","L1","b","y","other",0,NA,NA,NA,"other"
"5390","Saipan_Ladtg_L1","saipan","ladtg","L1","r","y","coleoptera",0,NA,NA,NA,"clptr"
"5391","Saipan_Ladtg_L1","saipan","ladtg","L1","r","y","formicidae",0,NA,NA,NA,"frmcd"
"5392","Saipan_Ladtg_L1","saipan","ladtg","L1","r","y","blattodea",0,NA,NA,NA,"blttd"
"5393","Saipan_Ladtg_L1","saipan","ladtg","L1","r","y","araneae",0,NA,NA,NA,"arane"
"5394","Saipan_Ladtg_L1","saipan","ladtg","L1","r","y","isoptera",0,NA,NA,NA,"isptr"
"5395","Saipan_Ladtg_L1","saipan","ladtg","L1","r","y","partial",0,NA,NA,NA,"partl"
"5396","Saipan_Ladtg_L1","saipan","ladtg","L1","r","y","trichoptera",0,NA,NA,NA,"trchp"
"5397","Saipan_Ladtg_L1","saipan","ladtg","L1","r","y","other",0,NA,NA,NA,"other"
"5398","Saipan_Ladtg_L1","saipan","ladtg","L1","w","r","hemiptera",0,NA,NA,NA,"hmptr"
"5399","Saipan_Ladtg_L1","saipan","ladtg","L1","w","r","formicidae",0,NA,NA,NA,"frmcd"
"5400","Saipan_Ladtg_L1","saipan","ladtg","L1","w","r","blattodea",0,NA,NA,NA,"blttd"
"5401","Saipan_Ladtg_L1","saipan","ladtg","L1","w","r","araneae",0,NA,NA,NA,"arane"
"5402","Saipan_Ladtg_L1","saipan","ladtg","L1","w","r","isoptera",0,NA,NA,NA,"isptr"
"5403","Saipan_Ladtg_L1","saipan","ladtg","L1","w","r","partial",0,NA,NA,NA,"partl"
"5404","Saipan_Ladtg_L1","saipan","ladtg","L1","w","r","trichoptera",0,NA,NA,NA,"trchp"
"5405","Saipan_Ladtg_L1","saipan","ladtg","L1","w","r","other",0,NA,NA,NA,"other"
"5406","Saipan_Ladtg_L1","saipan","ladtg","L1","y","y","hemiptera",0,NA,NA,NA,"hmptr"
"5407","Saipan_Ladtg_L1","saipan","ladtg","L1","y","y","coleoptera",0,NA,NA,NA,"clptr"
"5408","Saipan_Ladtg_L1","saipan","ladtg","L1","y","y","formicidae",0,NA,NA,NA,"frmcd"
"5409","Saipan_Ladtg_L1","saipan","ladtg","L1","y","y","apoidea",0,NA,NA,NA,"apoid"
"5410","Saipan_Ladtg_L1","saipan","ladtg","L1","y","y","blattodea",0,NA,NA,NA,"blttd"
"5411","Saipan_Ladtg_L1","saipan","ladtg","L1","y","y","araneae",0,NA,NA,NA,"arane"
"5412","Saipan_Ladtg_L1","saipan","ladtg","L1","y","y","isoptera",0,NA,NA,NA,"isptr"
"5413","Saipan_Ladtg_L1","saipan","ladtg","L1","y","y","partial",0,NA,NA,NA,"partl"
"5414","Saipan_Ladtg_L1","saipan","ladtg","L1","y","y","trichoptera",0,NA,NA,NA,"trchp"
"5415","Saipan_Ladtg_L1","saipan","ladtg","L1","y","y","other",0,NA,NA,NA,"other"
"5416","Saipan_Ladtg_L1","saipan","ladtg","L1","b","b","diptera",0,NA,NA,NA,"diptr"
"5417","Saipan_Ladtg_L1","saipan","ladtg","L1","b","b","hemiptera",0,NA,NA,NA,"hmptr"
"5418","Saipan_Ladtg_L1","saipan","ladtg","L1","b","b","coleoptera",0,NA,NA,NA,"clptr"
"5419","Saipan_Ladtg_L1","saipan","ladtg","L1","b","b","formicidae",0,NA,NA,NA,"frmcd"
"5420","Saipan_Ladtg_L1","saipan","ladtg","L1","b","b","crabronidae",0,NA,NA,NA,"crbrn"
"5421","Saipan_Ladtg_L1","saipan","ladtg","L1","b","b","blattodea",0,NA,NA,NA,"blttd"
"5422","Saipan_Ladtg_L1","saipan","ladtg","L1","b","b","araneae",0,NA,NA,NA,"arane"
"5423","Saipan_Ladtg_L1","saipan","ladtg","L1","b","b","isoptera",0,NA,NA,NA,"isptr"
